yourlist:M2014110413E2QBPDYQ	Entry	Entry name	Protein names
79017	O75223	GGCT_HUMAN	Gamma-glutamylcyclotransferase (EC 2.3.2.4) (Cytochrome c-releasing factor 21)
10926	B7Z8C6	B7Z8C6_HUMAN	DBF4 homolog (S. cerevisiae), isoform CRA_b (cDNA FLJ61644, highly similar to Protein DBF4 homolog)
10926	Q9UBU7	DBF4A_HUMAN	Protein DBF4 homolog A (Activator of S phase kinase) (Chiffon homolog A) (DBF4-type zinc finger-containing protein 1)
6915	P21731	TA2R_HUMAN	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)
6915	Q05C92	Q05C92_HUMAN	TBXA2R protein (Fragment)
6915	Q0VAB0	Q0VAB0_HUMAN	TBXA2R protein
3475	A4D0U1	A4D0U1_HUMAN	Interferon-related developmental regulator 1 (Interferon-related developmental regulator 1, isoform CRA_a)
3475	O00458	IFRD1_HUMAN	Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)
1352	Q12887	COX10_HUMAN	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.-) (Heme O synthase)
9569	E9PFE2	E9PFE2_HUMAN	General transcription factor II-I repeat domain-containing protein 1
9569	Q9UHL9	GT2D1_HUMAN	General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (General transcription factor III) (MusTRD1/BEN) (Muscle TFII-I repeat domain-containing protein 1) (Slow-muscle-fiber enhancer-binding protein) (USE B1-binding protein) (Williams-Beuren syndrome chromosomal region 11 protein) (Williams-Beuren syndrome chromosomal region 12 protein)
54623	Q8N7H5	PAF1_HUMAN	RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)
27072	P49754	VPS41_HUMAN	Vacuolar protein sorting-associated protein 41 homolog (S53)
9912	A6NCP5	A6NCP5_HUMAN	RICH2 protein (Rho GTPase-activating protein 44) (cDNA FLJ58097, moderately similar to Homo sapiens Rho GTPase activating protein 17 (ARHGAP17), transcript variant 1, mRNA)
9912	E7ERK8	E7ERK8_HUMAN	Rho GTPase-activating protein 44
9912	Q17R89	RHG44_HUMAN	Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2)
9912	Q69Z00	Q69Z00_HUMAN	Putative uncharacterized protein DKFZp564G2272 (Fragment)
60528	Q9BQ52	RNZ2_HUMAN	Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)
85477	Q9Y6U3	ADSV_HUMAN	Adseverin (Scinderin)
414	P51689	ARSD_HUMAN	Arylsulfatase D (ASD) (EC 3.1.6.-)
8228	P41247	PLPL4_HUMAN	Patatin-like phospholipase domain-containing protein 4 (EC 3.1.1.3) (Protein GS2)
79602	Q86V24	ADR2_HUMAN	Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member II)
51265	Q8IVW4	CDKL3_HUMAN	Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE)
57787	Q96L34	MARK4_HUMAN	MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1)
115098	Q96CT7	CC124_HUMAN	Coiled-coil domain-containing protein 124
5048	P43034	LIS1_HUMAN	Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)
4843	P35228	NOS2_HUMAN	Nitric oxide synthase, inducible (EC 1.14.13.39) (Hepatocyte NOS) (HEP-NOS) (Inducible NO synthase) (Inducible NOS) (iNOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)
1770	Q99499	Q99499_HUMAN	Dynein-related protein
1770	Q9NYC9	DYH9_HUMAN	Dynein heavy chain 9, axonemal (Axonemal beta dynein heavy chain 9) (Ciliary dynein heavy chain 9)
9703	Q08E86	Q08E86_HUMAN	KIAA0100 protein (UPF0378 protein KIAA0100)
9703	Q14667	K0100_HUMAN	UPF0378 protein KIAA0100 (Antigen MLAA-22) (Breast cancer-overexpressed gene 1 protein)
8522	O60861	GAS7_HUMAN	Growth arrest-specific protein 7 (GAS-7)
79090	B7TZ90	B7TZ90_HUMAN	TRAPPC6Adelta29-42 (Trafficking protein particle complex 6A, isoform CRA_a)
79090	O75865	TPC6A_HUMAN	Trafficking protein particle complex subunit 6A (TRAPP complex subunit 6A)
974	P40259	CD79B_HUMAN	B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b)
6329	P35499	SCN4A_HUMAN	Sodium channel protein type 4 subunit alpha (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)
54879	Q8TDW4	ST7L_HUMAN	Suppressor of tumorigenicity 7 protein-like (ST7-related protein)
113000	Q9UJJ7	RUSD1_HUMAN	RNA pseudouridylate synthase domain-containing protein 1 (Ribosomal large subunit pseudouridine synthase C-like protein)
64285	Q96CC6	RHDF1_HUMAN	Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho)
55692	A8MYV2	A8MYV2_HUMAN	LUC7-like (S. cerevisiae) (LUC7-like (S. cerevisiae), isoform CRA_f) (Putative RNA-binding protein Luc7-like 1)
55692	D3DU41	D3DU41_HUMAN	LUC7-like (S. cerevisiae), isoform CRA_a
55692	Q1W6G4	Q1W6G4_HUMAN	LUC7-like (S. cerevisiae) (LUC7-like (S. cerevisiae), isoform CRA_g) (Putative RNA-binding protein Luc7-like 1)
55692	Q9NQ29	LUC7L_HUMAN	Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89)
9254	C9JE82	C9JE82_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-2
9254	Q9NY47	CA2D2_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]
115939	Q9UJK0	TSR3_HUMAN	Ribosome biogenesis protein TSR3 homolog
9091	B2RAU6	B2RAU6_HUMAN	cDNA, FLJ95129, highly similar to Homo sapiens phosphatidylinositol glycan, class Q (PIGQ), transcript variant 2, mRNA
9091	Q9BRB3	PIGQ_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q (EC 2.4.1.198) (N-acetylglucosamyl transferase component GPI1) (Phosphatidylinositol-glycan biosynthesis class Q protein) (PIG-Q)
57585	A7MD53	A7MD53_HUMAN	Crm, cramped-like (Drosophila)
57585	B2RNX8	B2RNX8_HUMAN	Crm, cramped-like (Drosophila)
57585	Q96RY5	CRML_HUMAN	Protein cramped-like (Hematological and neurological expressed 1-like protein)
7005	Q99594	TEAD3_HUMAN	Transcriptional enhancer factor TEF-5 (DTEF-1) (TEA domain family member 3) (TEAD-3)
55735	Q9NVH1	DJC11_HUMAN	DnaJ homolog subfamily C member 11
2328	P31513	FMO3_HUMAN	Dimethylaniline monooxygenase [N-oxide-forming] 3 (EC 1.14.13.8) (Dimethylaniline oxidase 3) (FMO II) (FMO form 2) (Hepatic flavin-containing monooxygenase 3) (FMO 3) (Trimethylamine monooxygenase) (EC 1.14.13.148)
2328	Q53FW5	Q53FW5_HUMAN	Flavin containing monooxygenase 3 isoform 2 variant (Fragment)
29116	Q5TIA5	Q5TIA5_HUMAN	E3 ubiquitin-protein ligase MYLIP (Myosin regulatory light chain interacting protein, isoform CRA_b)
29116	Q8WY64	MYLIP_HUMAN	E3 ubiquitin-protein ligase MYLIP (EC 6.3.2.-) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain interacting protein) (MIR)
5689	P20618	PSB1_HUMAN	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
6853	P17600	SYN1_HUMAN	Synapsin-1 (Brain protein 4.1) (Synapsin I)
3720	Q92833	JARD2_HUMAN	Protein Jumonji (Jumonji/ARID domain-containing protein 2)
6792	O76039	CDKL5_HUMAN	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)
728642	Q4VBY6	Q4VBY6_HUMAN	CDC2L2 protein (Fragment)
728642	Q9UQ88	CD11A_HUMAN	Cyclin-dependent kinase 11A (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 2) (Cell division protein kinase 11A) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L2)
984	B4DII1	B4DII1_HUMAN	cDNA FLJ59025, moderately similar to PITSLRE serine/threonine-protein kinaseCDC2L1 (EC 2.7.11.22)
984	B7ZVY7	B7ZVY7_HUMAN	Cell division cycle 2-like 1 (PITSLRE proteins) (Cyclin-dependent kinase 11B)
984	P21127	CD11B_HUMAN	Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1)
65220	O95544	NADK_HUMAN	NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase)
65220	Q6PJ22	Q6PJ22_HUMAN	FLJ13052 protein (Fragment)
9940	Q9Y238	DLEC1_HUMAN	Deleted in lung and esophageal cancer protein 1 (Deleted in lung cancer protein 1) (DLC-1)
9265	O43739	CYH3_HUMAN	Cytohesin-3 (ARF nucleotide-binding site opener 3) (Protein ARNO3) (General receptor of phosphoinositides 1) (Grp1) (PH, SEC7 and coiled-coil domain-containing protein 3)
53616	Q08AL8	Q08AL8_HUMAN	ADAM metallopeptidase domain 22 (cDNA FLJ77109, highly similar to Homo sapiens MDC2 mRNA)
53616	Q9P0K1	ADA22_HUMAN	Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)
6856	A4D0R1	A4D0R1_HUMAN	Synaptophysin-like 1, isoform CRA_a (Synaptophysin-like protein)
6856	Q16563	SYPL1_HUMAN	Synaptophysin-like protein 1 (Pantophysin)
1534	B3KTA1	B3KTA1_HUMAN	cDNA FLJ37925 fis, clone CTONG2000469, highly similar to Cytochrome b561 domain-containing protein 1
1534	F5H757	F5H757_HUMAN	Cytochrome b561
1534	J3QS47	J3QS47_HUMAN	Cytochrome b561
1534	P49447	CY561_HUMAN	Cytochrome b561 (Cytochrome b-561)
9043	O60271	JIP4_HUMAN	C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1)
9043	Q5JB53	Q5JB53_HUMAN	Proliferation-inducing gene 6 (Fragment)
1951	Q9NYQ7	CELR3_HUMAN	Cadherin EGF LAG seven-pass G-type receptor 3 (Cadherin family member 11) (Epidermal growth factor-like protein 1) (EGF-like protein 1) (Flamingo homolog 1) (hFmi1) (Multiple epidermal growth factor-like domains protein 2) (Multiple EGF-like domains protein 2)
10157	A4D0W4	A4D0W4_HUMAN	Aminoadipate-semialdehyde synthase (Aminoadipate-semialdehyde synthase, isoform CRA_a)
10157	Q9UDR5	AASS_HUMAN	Alpha-aminoadipic semialdehyde synthase, mitochondrial (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (LOR) (EC 1.5.1.8); Saccharopine dehydrogenase (SDH) (EC 1.5.1.9)]
51188	Q9UHA2	S18L2_HUMAN	SS18-like protein 2 (SYT homolog 2)
84954	Q8N594	MPND_HUMAN	MPN domain-containing protein (EC 3.4.-.-)
4257	P10620	MGST1_HUMAN	Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I)
1407	A2I2P0	A2I2P0_HUMAN	Cryptochrome 1 (Photolyase-like), isoform CRA_a (Photolyase-like cryptochrome 1) (cDNA FLJ76110, highly similar to Homo sapiens cryptochrome 1 (CRY1), mRNA)
1407	Q16526	CRY1_HUMAN	Cryptochrome-1
4784	B4DHW2	B4DHW2_HUMAN	Nuclear factor 1
4784	D2DXM9	D2DXM9_HUMAN	Nuclear factor 1
4784	Q14938	NFIX_HUMAN	Nuclear factor 1 X-type (NF1-X) (Nuclear factor 1/X) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/X) (NF-I/X) (NFI-X) (TGGCA-binding protein)
6482	Q11201	SIA4A_HUMAN	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (SIATFL) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)
9235	P24001	IL32_HUMAN	Interleukin-32 (IL-32) (Natural killer cells protein 4) (Tumor necrosis factor alpha-inducing factor)
5310	P98161	PKD1_HUMAN	Polycystin-1 (Autosomal dominant polycystic kidney disease 1 protein)
23542	Q13387	JIP2_HUMAN	C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2)
9862	O75448	MED24_HUMAN	Mediator of RNA polymerase II transcription subunit 24 (Activator-recruited cofactor 100 kDa component) (ARC100) (Cofactor required for Sp1 transcriptional activation subunit 4) (CRSP complex subunit 4) (Mediator complex subunit 24) (Thyroid hormone receptor-associated protein 4) (Thyroid hormone receptor-associated protein complex 100 kDa component) (Trap100) (hTRAP100) (Vitamin D3 receptor-interacting protein complex 100 kDa component) (DRIP100)
23221	Q9BYZ6	RHBT2_HUMAN	Rho-related BTB domain-containing protein 2 (Deleted in breast cancer 2 gene protein) (p83)
54497	Q9P2D3	HTR5B_HUMAN	HEAT repeat-containing protein 5B
7095	Q99442	SEC62_HUMAN	Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1)
6224	P60866	RS20_HUMAN	40S ribosomal protein S20
7812	O75534	CSDE1_HUMAN	Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR)
9690	Q15386	UBE3C_HUMAN	Ubiquitin-protein ligase E3C (EC 6.3.2.-) (HectH2)
5980	O60673	DPOLZ_HUMAN	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (hREV3)
5980	Q9UG47	Q9UG47_HUMAN	Putative uncharacterized protein DKFZp566H033
10178	B7ZMH4	B7ZMH4_HUMAN	ODZ1 protein
10178	Q9UKZ4	TEN1_HUMAN	Teneurin-1 (Ten-1) (Protein Odd Oz/ten-m homolog 1) (Tenascin-M1) (Ten-m1) (Teneurin transmembrane protein 1) [Cleaved into: Ten-1 intracellular domain (IDten-1) (Ten-1 ICD); Teneurin C-terminal-associated peptide (TCPA-1) (Ten-1 extracellular domain) (Ten-1 ECD)]
199870	Q8TAV0	FA76A_HUMAN	Protein FAM76A
29954	Q9UKY4	POMT2_HUMAN	Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2)
51534	Q9NP79	VTA1_HUMAN	Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1)
9031	Q9UIG0	BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)
10048	Q96S59	RANB9_HUMAN	Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)
83932	Q9H040	SPRTN_HUMAN	SprT-like domain-containing protein Spartan (DNA damage protein targeting VCP) (DVC1) (Protein with SprT-like domain at the N terminus) (Spartan)
51603	C4B4C6	C4B4C6_HUMAN	Antiapoptotic protein FEAT (KIAA0859, isoform CRA_a)
51603	Q8N6R0	MET13_HUMAN	Methyltransferase-like protein 13 (EC 2.1.1.-)
8798	B4E1A4	B4E1A4_HUMAN	cDNA FLJ61032, highly similar to Dual specific itytyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1)
8798	D3JEN2	D3JEN2_HUMAN	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 (Fragment)
8798	Q9NR20	DYRK4_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1)
7756	O43670	ZN207_HUMAN	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (Zinc finger protein 207)
7384	P31930	QCR1_HUMAN	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)
83930	C9JKL2	C9JKL2_HUMAN	MLN64 N-terminal domain homolog
83930	O95772	MENTO_HUMAN	MLN64 N-terminal domain homolog (STARD3 N-terminal-like protein)
928	B4DK09	B4DK09_HUMAN	Tetraspanin
928	P21926	CD9_HUMAN	CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9)
9918	B3KMS0	B3KMS0_HUMAN	Condensin complex subunit 1
9918	B3KY03	B3KY03_HUMAN	Condensin complex subunit 1
9918	Q15021	CND1_HUMAN	Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog)
25900	B4DQQ1	B4DQQ1_HUMAN	cDNA FLJ55827
25900	F8W8H2	F8W8H2_HUMAN	Intermediate filament family orphan 1
25900	Q0D2I5	IFFO1_HUMAN	Intermediate filament family orphan 1 (Tumor antigen HOM-TES-103)
25900	Q6P593	Q6P593_HUMAN	IFFO1 protein
25900	Q9Y4M3	Q9Y4M3_HUMAN	Putative uncharacterized protein DKFZp586I2223 (Fragment)
2696	P48546	GIPR_HUMAN	Gastric inhibitory polypeptide receptor (GIP-R) (Glucose-dependent insulinotropic polypeptide receptor)
51533	Q9BWX1	PHF7_HUMAN	PHD finger protein 7 (Testis development protein NYD-SP6)
51533	Q9NS08	Q9NS08_HUMAN	HSPC045 protein
56920	Q9NS98	SEM3G_HUMAN	Semaphorin-3G (Semaphorin sem2)
11188	Q9Y2I1	NISCH_HUMAN	Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor antisera-selected protein) (hIRAS) (Imidazoline-1 receptor) (I1R) (Imidazoline-1 receptor candidate protein) (I-1 receptor candidate protein) (I1R candidate protein)
23166	Q9NY15	STAB1_HUMAN	Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1) (MS-1 antigen)
80199	E9PK12	E9PK12_HUMAN	Protein fuzzy homolog
80199	Q9BT04	FUZZY_HUMAN	Protein fuzzy homolog
3423	B4DGD7	B4DGD7_HUMAN	cDNA FLJ53595, highly similar to Iduronate 2-sulfatase (EC 3.1.6.13)
3423	P22304	IDS_HUMAN	Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain]
7752	B3KP91	B3KP91_HUMAN	cDNA FLJ31448 fis, clone NT2NE2000950, highly similar to Zinc finger protein 200
7752	P98182	ZN200_HUMAN	Zinc finger protein 200
920	B0AZV7	B0AZV7_HUMAN	cDNA, FLJ79547, highly similar to T-cell surface glycoprotein CD4
920	B4DT49	B4DT49_HUMAN	cDNA FLJ50658, highly similar to T-cell surface glycoprotein CD4 (cDNA, FLJ79360, highly similar to T-cell surface glycoprotein CD4) (cDNA, FLJ79361, highly similar to T-cell surface glycoprotein CD4)
920	P01730	CD4_HUMAN	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)
10233	A8K8K2	A8K8K2_HUMAN	cDNA FLJ77436, highly similar to Homo sapiens B7 gene (B7), transcript variant 1, mRNA
10233	Q53EV4	LRC23_HUMAN	Leucine-rich repeat-containing protein 23 (Leucine-rich protein B7)
695	Q06187	BTK_HUMAN	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)
695	Q5JY90	Q5JY90_HUMAN	Bruton agammaglobulinemia tyrosine kinase, isoform CRA_b (Tyrosine-protein kinase BTK) (cDNA FLJ32543 fis, clone SMINT2000538, highly similar to Tyrosine-protein kinase BTK (EC 2.7.10.2))
3077	Q30201	HFE_HUMAN	Hereditary hemochromatosis protein (HLA-H)
22955	B3KMZ7	B3KMZ7_HUMAN	cDNA FLJ13062 fis, clone NT2RP3001672, highly similar to Polycomb protein SCMH1
22955	Q96GD3	SCMH1_HUMAN	Polycomb protein SCMH1 (Sex comb on midleg homolog 1)
2534	P06241	FYN_HUMAN	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)
3097	P31629	ZEP2_HUMAN	Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2) (HIV-EP2) (MHC-binding protein 2) (MBP-2)
2326	B2RCG5	B2RCG5_HUMAN	Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8)
2326	Q01740	FMO1_HUMAN	Dimethylaniline monooxygenase [N-oxide-forming] 1 (EC 1.14.13.8) (Dimethylaniline oxidase 1) (Fetal hepatic flavin-containing monooxygenase 1) (FMO 1)
6924	Q14241	ELOA1_HUMAN	Transcription elongation factor B polypeptide 3 (Elongin 110 kDa subunit) (Elongin-A) (EloA) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110)
11313	O95372	LYPA2_HUMAN	Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II)
1185	P51797	CLCN6_HUMAN	Chloride transport protein 6 (Chloride channel protein 6) (ClC-6)
9902	Q9UBG0	MRC2_HUMAN	C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280)
4831	Q6FHN3	Q6FHN3_HUMAN	Nucleoside diphosphate kinase (EC 2.7.4.6)
4831,654364	P22392	NDKB_HUMAN	Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (nm23-H2)
10867	O75954	TSN9_HUMAN	Tetraspanin-9 (Tspan-9) (Tetraspan NET-5)
55727	Q9P203	BTBD7_HUMAN	BTB/POZ domain-containing protein 7
9546	O96018	APBA3_HUMAN	Amyloid beta A4 precursor protein-binding family A member 3 (Adapter protein X11gamma) (Neuron-specific X11L2 protein) (Neuronal Munc18-1-interacting protein 3) (Mint-3)
54903	Q9NXB0	MKS1_HUMAN	Meckel syndrome type 1 protein
51099	Q8WTS1	ABHD5_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 (EC 2.3.1.51) (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58)
3730	P23352	KALM_HUMAN	Anosmin-1 (Adhesion molecule-like X-linked) (Kallmann syndrome protein)
26993	Q9ULX6	AKP8L_HUMAN	A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)
54799	Q05BQ5	MBTD1_HUMAN	MBT domain-containing protein 1
51096	Q9Y5J1	UTP18_HUMAN	U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)
54476	A8K8N1	A8K8N1_HUMAN	cDNA FLJ76440, highly similar to Homo sapiens TRIAD3 protein (TRIAD3), transcript variant 1, mRNA
54476	Q9NWF9	RN216_HUMAN	E3 ubiquitin-protein ligase RNF216 (EC 6.3.2.-) (RING finger protein 216) (Triad domain-containing protein 3) (Ubiquitin-conjugating enzyme 7-interacting protein 1) (Zinc finger protein inhibiting NF-kappa-B)
